strict_id,source_task_id,source_split,source_array_index,subject_id,target_record_id,window_id,window_index,start_sample_500hz,end_sample_500hz_exclusive,dedup_key
D12_STRICT_0000167,task1,train,159,HNU11005,d12_1e5211198ea573,TASK1_42854fb9143a7c_W010,10,50000,55000,d12_1e5211198ea573:50000:55000
D12_STRICT_0000168,task2,train,47,HNU11005,d12_1e5211198ea573,TASK2_978ca8c0f2f70e_W011,11,55000,60000,d12_1e5211198ea573:55000:60000
D12_STRICT_0000169,task1,train,328,HNU11088,d12_1eab62c2755b0d,TASK1_26568ba48bb523_W000,0,0,5000,d12_1eab62c2755b0d:0:5000
D12_STRICT_0000170,task1,train,329,HNU11088,d12_1eab62c2755b0d,TASK1_26568ba48bb523_W001,1,5000,10000,d12_1eab62c2755b0d:5000:10000
D12_STRICT_0000171,task1,train,330,HNU11088,d12_1eab62c2755b0d,TASK1_26568ba48bb523_W002,2,10000,15000,d12_1eab62c2755b0d:10000:15000
D12_STRICT_0000172,task1,train,331,HNU11088,d12_1eab62c2755b0d,TASK1_26568ba48bb523_W003,3,15000,20000,d12_1eab62c2755b0d:15000:20000
D12_STRICT_0000173,task1,train,332,HNU11088,d12_1eab62c2755b0d,TASK1_26568ba48bb523_W004,4,20000,25000,d12_1eab62c2755b0d:20000:25000
D12_STRICT_0000174,task1,train,333,HNU11088,d12_1eab62c2755b0d,TASK1_26568ba48bb523_W005,5,25000,30000,d12_1eab62c2755b0d:25000:30000
D12_STRICT_0000175,task1,train,334,HNU11088,d12_1eab62c2755b0d,TASK1_26568ba48bb523_W006,6,30000,35000,d12_1eab62c2755b0d:30000:35000
D12_STRICT_0000176,task1,train,335,HNU11088,d12_1eab62c2755b0d,TASK1_26568ba48bb523_W007,7,35000,40000,d12_1eab62c2755b0d:35000:40000
D12_STRICT_0000177,task1,train,336,HNU11088,d12_1eab62c2755b0d,TASK1_26568ba48bb523_W008,8,40000,45000,d12_1eab62c2755b0d:40000:45000
D12_STRICT_0000178,task1,train,337,HNU11088,d12_1eab62c2755b0d,TASK1_26568ba48bb523_W009,9,45000,50000,d12_1eab62c2755b0d:45000:50000
D12_STRICT_0000179,task1,train,338,HNU11088,d12_1eab62c2755b0d,TASK1_26568ba48bb523_W010,10,50000,55000,d12_1eab62c2755b0d:50000:55000
D12_STRICT_0000180,task2,train,816,HNU11088,d12_1eab62c2755b0d,TASK2_8006e5e9b51761_W011,11,55000,60000,d12_1eab62c2755b0d:55000:60000
D12_STRICT_0000181,task1,train,414,HNU11101,d12_1ec9cee338b2b9,TASK1_09adb4005b9381_W000,0,0,5000,d12_1ec9cee338b2b9:0:5000
D12_STRICT_0000182,task1,train,415,HNU11101,d12_1ec9cee338b2b9,TASK1_09adb4005b9381_W001,1,5000,10000,d12_1ec9cee338b2b9:5000:10000
D12_STRICT_0000183,task1,train,416,HNU11101,d12_1ec9cee338b2b9,TASK1_09adb4005b9381_W002,2,10000,15000,d12_1ec9cee338b2b9:10000:15000
D12_STRICT_0000184,task1,train,417,HNU11101,d12_1ec9cee338b2b9,TASK1_09adb4005b9381_W003,3,15000,20000,d12_1ec9cee338b2b9:15000:20000
D12_STRICT_0000185,task1,train,418,HNU11101,d12_1ec9cee338b2b9,TASK1_09adb4005b9381_W004,4,20000,25000,d12_1ec9cee338b2b9:20000:25000
D12_STRICT_0000186,task1,train,419,HNU11101,d12_1ec9cee338b2b9,TASK1_09adb4005b9381_W005,5,25000,30000,d12_1ec9cee338b2b9:25000:30000
D12_STRICT_0000187,task1,train,420,HNU11101,d12_1ec9cee338b2b9,TASK1_09adb4005b9381_W006,6,30000,35000,d12_1ec9cee338b2b9:30000:35000
D12_STRICT_0000188,task1,train,421,HNU11101,d12_1ec9cee338b2b9,TASK1_09adb4005b9381_W007,7,35000,40000,d12_1ec9cee338b2b9:35000:40000
D12_STRICT_0000189,task1,train,422,HNU11101,d12_1ec9cee338b2b9,TASK1_09adb4005b9381_W008,8,40000,45000,d12_1ec9cee338b2b9:40000:45000
D12_STRICT_0000190,task1,train,423,HNU11101,d12_1ec9cee338b2b9,TASK1_09adb4005b9381_W009,9,45000,50000,d12_1ec9cee338b2b9:45000:50000
D12_STRICT_0000191,task1,train,424,HNU11101,d12_1ec9cee338b2b9,TASK1_09adb4005b9381_W010,10,50000,55000,d12_1ec9cee338b2b9:50000:55000
D12_STRICT_0000192,task2,train,960,HNU11101,d12_1ec9cee338b2b9,TASK2_f23a99b5196e41_W011,11,55000,60000,d12_1ec9cee338b2b9:55000:60000
D12_STRICT_0000193,task1,train,614,HNU11024,d12_1f73df7f634608,TASK1_118cce4bc3fc8d_W000,0,0,5000,d12_1f73df7f634608:0:5000
D12_STRICT_0000194,task1,train,615,HNU11024,d12_1f73df7f634608,TASK1_118cce4bc3fc8d_W001,1,5000,10000,d12_1f73df7f634608:5000:10000
D12_STRICT_0000195,task1,train,616,HNU11024,d12_1f73df7f634608,TASK1_118cce4bc3fc8d_W002,2,10000,15000,d12_1f73df7f634608:10000:15000
D12_STRICT_0000196,task1,train,617,HNU11024,d12_1f73df7f634608,TASK1_118cce4bc3fc8d_W003,3,15000,20000,d12_1f73df7f634608:15000:20000
D12_STRICT_0000197,task1,train,618,HNU11024,d12_1f73df7f634608,TASK1_118cce4bc3fc8d_W004,4,20000,25000,d12_1f73df7f634608:20000:25000
D12_STRICT_0000198,task1,train,619,HNU11024,d12_1f73df7f634608,TASK1_118cce4bc3fc8d_W005,5,25000,30000,d12_1f73df7f634608:25000:30000
D12_STRICT_0000199,task1,train,620,HNU11024,d12_1f73df7f634608,TASK1_118cce4bc3fc8d_W006,6,30000,35000,d12_1f73df7f634608:30000:35000
D12_STRICT_0000200,task1,train,621,HNU11024,d12_1f73df7f634608,TASK1_118cce4bc3fc8d_W007,7,35000,40000,d12_1f73df7f634608:35000:40000
D12_STRICT_0000201,task1,train,622,HNU11024,d12_1f73df7f634608,TASK1_118cce4bc3fc8d_W008,8,40000,45000,d12_1f73df7f634608:40000:45000
D12_STRICT_0000202,task1,train,623,HNU11024,d12_1f73df7f634608,TASK1_118cce4bc3fc8d_W009,9,45000,50000,d12_1f73df7f634608:45000:50000
D12_STRICT_0000203,task1,train,624,HNU11024,d12_1f73df7f634608,TASK1_118cce4bc3fc8d_W010,10,50000,55000,d12_1f73df7f634608:50000:55000
D12_STRICT_0000204,task2,train,239,HNU11024,d12_1f73df7f634608,TASK2_2c074f6ea965c4_W011,11,55000,60000,d12_1f73df7f634608:55000:60000
D12_STRICT_0000205,task1,train,512,HNU11064,d12_1fc3b9df64cfb4,TASK1_bbab40d45271fc_W000,0,0,5000,d12_1fc3b9df64cfb4:0:5000
D12_STRICT_0000206,task1,train,513,HNU11064,d12_1fc3b9df64cfb4,TASK1_bbab40d45271fc_W001,1,5000,10000,d12_1fc3b9df64cfb4:5000:10000
D12_STRICT_0000207,task1,train,514,HNU11064,d12_1fc3b9df64cfb4,TASK1_bbab40d45271fc_W002,2,10000,15000,d12_1fc3b9df64cfb4:10000:15000
D12_STRICT_0000208,task1,train,515,HNU11064,d12_1fc3b9df64cfb4,TASK1_bbab40d45271fc_W003,3,15000,20000,d12_1fc3b9df64cfb4:15000:20000
D12_STRICT_0000209,task1,train,516,HNU11064,d12_1fc3b9df64cfb4,TASK1_bbab40d45271fc_W004,4,20000,25000,d12_1fc3b9df64cfb4:20000:25000
D12_STRICT_0000210,task1,train,517,HNU11064,d12_1fc3b9df64cfb4,TASK1_bbab40d45271fc_W005,5,25000,30000,d12_1fc3b9df64cfb4:25000:30000
D12_STRICT_0000211,task1,train,518,HNU11064,d12_1fc3b9df64cfb4,TASK1_bbab40d45271fc_W006,6,30000,35000,d12_1fc3b9df64cfb4:30000:35000
D12_STRICT_0000212,task1,train,519,HNU11064,d12_1fc3b9df64cfb4,TASK1_bbab40d45271fc_W007,7,35000,40000,d12_1fc3b9df64cfb4:35000:40000
D12_STRICT_0000213,task2,train,584,HNU11064,d12_1fc3b9df64cfb4,TASK2_d3101cb7142b3d_W008,8,40000,45000,d12_1fc3b9df64cfb4:40000:45000
D12_STRICT_0000214,task1,train,520,HNU11064,d12_1fc3b9df64cfb4,TASK1_bbab40d45271fc_W009,9,45000,50000,d12_1fc3b9df64cfb4:45000:50000
D12_STRICT_0000215,task1,train,521,HNU11064,d12_1fc3b9df64cfb4,TASK1_bbab40d45271fc_W010,10,50000,55000,d12_1fc3b9df64cfb4:50000:55000
D12_STRICT_0000216,task2,train,587,HNU11064,d12_1fc3b9df64cfb4,TASK2_d3101cb7142b3d_W011,11,55000,60000,d12_1fc3b9df64cfb4:55000:60000
D12_STRICT_0000217,task1,train,140,HNU11036,d12_27e00bd5675229,TASK1_068acee3adf834_W000,0,0,5000,d12_27e00bd5675229:0:5000
D12_STRICT_0000218,task1,train,141,HNU11036,d12_27e00bd5675229,TASK1_068acee3adf834_W001,1,5000,10000,d12_27e00bd5675229:5000:10000
D12_STRICT_0000219,task1,train,142,HNU11036,d12_27e00bd5675229,TASK1_068acee3adf834_W002,2,10000,15000,d12_27e00bd5675229:10000:15000
D12_STRICT_0000220,task1,train,143,HNU11036,d12_27e00bd5675229,TASK1_068acee3adf834_W003,3,15000,20000,d12_27e00bd5675229:15000:20000
D12_STRICT_0000221,task1,train,144,HNU11036,d12_27e00bd5675229,TASK1_068acee3adf834_W004,4,20000,25000,d12_27e00bd5675229:20000:25000
D12_STRICT_0000222,task1,train,145,HNU11036,d12_27e00bd5675229,TASK1_068acee3adf834_W005,5,25000,30000,d12_27e00bd5675229:25000:30000
D12_STRICT_0000223,task1,train,146,HNU11036,d12_27e00bd5675229,TASK1_068acee3adf834_W006,6,30000,35000,d12_27e00bd5675229:30000:35000
D12_STRICT_0000224,task2,train,367,HNU11036,d12_27e00bd5675229,TASK2_62398cad5f0efa_W007,7,35000,40000,d12_27e00bd5675229:35000:40000
D12_STRICT_0000225,task1,train,147,HNU11036,d12_27e00bd5675229,TASK1_068acee3adf834_W008,8,40000,45000,d12_27e00bd5675229:40000:45000
D12_STRICT_0000226,task1,train,148,HNU11036,d12_27e00bd5675229,TASK1_068acee3adf834_W009,9,45000,50000,d12_27e00bd5675229:45000:50000
D12_STRICT_0000227,task2,train,370,HNU11036,d12_27e00bd5675229,TASK2_62398cad5f0efa_W010,10,50000,55000,d12_27e00bd5675229:50000:55000
D12_STRICT_0000228,task2,train,371,HNU11036,d12_27e00bd5675229,TASK2_62398cad5f0efa_W011,11,55000,60000,d12_27e00bd5675229:55000:60000
D12_STRICT_0000229,task1,train,678,HNU11001,d12_2910fb1963099a,TASK1_94846b236fa5d6_W000,0,0,5000,d12_2910fb1963099a:0:5000
D12_STRICT_0000230,task1,train,679,HNU11001,d12_2910fb1963099a,TASK1_94846b236fa5d6_W001,1,5000,10000,d12_2910fb1963099a:5000:10000
D12_STRICT_0000231,task1,train,680,HNU11001,d12_2910fb1963099a,TASK1_94846b236fa5d6_W002,2,10000,15000,d12_2910fb1963099a:10000:15000
D12_STRICT_0000232,task1,train,681,HNU11001,d12_2910fb1963099a,TASK1_94846b236fa5d6_W003,3,15000,20000,d12_2910fb1963099a:15000:20000
D12_STRICT_0000233,task1,train,682,HNU11001,d12_2910fb1963099a,TASK1_94846b236fa5d6_W004,4,20000,25000,d12_2910fb1963099a:20000:25000
D12_STRICT_0000234,task1,train,683,HNU11001,d12_2910fb1963099a,TASK1_94846b236fa5d6_W005,5,25000,30000,d12_2910fb1963099a:25000:30000
D12_STRICT_0000235,task1,train,684,HNU11001,d12_2910fb1963099a,TASK1_94846b236fa5d6_W006,6,30000,35000,d12_2910fb1963099a:30000:35000
D12_STRICT_0000236,task1,train,685,HNU11001,d12_2910fb1963099a,TASK1_94846b236fa5d6_W007,7,35000,40000,d12_2910fb1963099a:35000:40000
D12_STRICT_0000237,task1,train,686,HNU11001,d12_2910fb1963099a,TASK1_94846b236fa5d6_W008,8,40000,45000,d12_2910fb1963099a:40000:45000
D12_STRICT_0000238,task1,train,687,HNU11001,d12_2910fb1963099a,TASK1_94846b236fa5d6_W009,9,45000,50000,d12_2910fb1963099a:45000:50000
D12_STRICT_0000239,task1,train,688,HNU11001,d12_2910fb1963099a,TASK1_94846b236fa5d6_W010,10,50000,55000,d12_2910fb1963099a:50000:55000
D12_STRICT_0000240,task2,train,11,HNU11001,d12_2910fb1963099a,TASK2_cc7977832a6c69_W011,11,55000,60000,d12_2910fb1963099a:55000:60000
D12_STRICT_0000241,task1,train,359,HNU11098,d12_29a4c35841389f,TASK1_3149c3e4f8f2a3_W000,0,0,5000,d12_29a4c35841389f:0:5000
D12_STRICT_0000242,task1,train,360,HNU11098,d12_29a4c35841389f,TASK1_3149c3e4f8f2a3_W001,1,5000,10000,d12_29a4c35841389f:5000:10000
D12_STRICT_0000243,task1,train,361,HNU11098,d12_29a4c35841389f,TASK1_3149c3e4f8f2a3_W002,2,10000,15000,d12_29a4c35841389f:10000:15000
D12_STRICT_0000244,task1,train,362,HNU11098,d12_29a4c35841389f,TASK1_3149c3e4f8f2a3_W003,3,15000,20000,d12_29a4c35841389f:15000:20000
D12_STRICT_0000245,task1,train,363,HNU11098,d12_29a4c35841389f,TASK1_3149c3e4f8f2a3_W004,4,20000,25000,d12_29a4c35841389f:20000:25000
D12_STRICT_0000246,task1,train,364,HNU11098,d12_29a4c35841389f,TASK1_3149c3e4f8f2a3_W005,5,25000,30000,d12_29a4c35841389f:25000:30000
D12_STRICT_0000247,task1,train,365,HNU11098,d12_29a4c35841389f,TASK1_3149c3e4f8f2a3_W006,6,30000,35000,d12_29a4c35841389f:30000:35000
D12_STRICT_0000248,task1,train,366,HNU11098,d12_29a4c35841389f,TASK1_3149c3e4f8f2a3_W007,7,35000,40000,d12_29a4c35841389f:35000:40000
D12_STRICT_0000249,task1,train,367,HNU11098,d12_29a4c35841389f,TASK1_3149c3e4f8f2a3_W008,8,40000,45000,d12_29a4c35841389f:40000:45000
D12_STRICT_0000250,task1,train,368,HNU11098,d12_29a4c35841389f,TASK1_3149c3e4f8f2a3_W009,9,45000,50000,d12_29a4c35841389f:45000:50000
D12_STRICT_0000251,task1,train,369,HNU11098,d12_29a4c35841389f,TASK1_3149c3e4f8f2a3_W010,10,50000,55000,d12_29a4c35841389f:50000:55000
D12_STRICT_0000252,task2,train,936,HNU11098,d12_29a4c35841389f,TASK2_94c699dba3ab81_W011,11,55000,60000,d12_29a4c35841389f:55000:60000
D12_STRICT_0000253,task1,train,75,HNU11003,d12_2a478d28d88149,TASK1_395b106080381c_W000,0,0,5000,d12_2a478d28d88149:0:5000
D12_STRICT_0000254,task1,train,76,HNU11003,d12_2a478d28d88149,TASK1_395b106080381c_W001,1,5000,10000,d12_2a478d28d88149:5000:10000
D12_STRICT_0000255,task1,train,77,HNU11003,d12_2a478d28d88149,TASK1_395b106080381c_W002,2,10000,15000,d12_2a478d28d88149:10000:15000
D12_STRICT_0000256,task1,train,78,HNU11003,d12_2a478d28d88149,TASK1_395b106080381c_W003,3,15000,20000,d12_2a478d28d88149:15000:20000
D12_STRICT_0000257,task1,train,79,HNU11003,d12_2a478d28d88149,TASK1_395b106080381c_W004,4,20000,25000,d12_2a478d28d88149:20000:25000
D12_STRICT_0000258,task1,train,80,HNU11003,d12_2a478d28d88149,TASK1_395b106080381c_W005,5,25000,30000,d12_2a478d28d88149:25000:30000
D12_STRICT_0000259,task1,train,81,HNU11003,d12_2a478d28d88149,TASK1_395b106080381c_W006,6,30000,35000,d12_2a478d28d88149:30000:35000
D12_STRICT_0000260,task1,train,82,HNU11003,d12_2a478d28d88149,TASK1_395b106080381c_W007,7,35000,40000,d12_2a478d28d88149:35000:40000
D12_STRICT_0000261,task1,train,83,HNU11003,d12_2a478d28d88149,TASK1_395b106080381c_W008,8,40000,45000,d12_2a478d28d88149:40000:45000
D12_STRICT_0000262,task1,train,84,HNU11003,d12_2a478d28d88149,TASK1_395b106080381c_W009,9,45000,50000,d12_2a478d28d88149:45000:50000
D12_STRICT_0000263,task1,train,85,HNU11003,d12_2a478d28d88149,TASK1_395b106080381c_W010,10,50000,55000,d12_2a478d28d88149:50000:55000
D12_STRICT_0000264,task2,train,287,HNU11003,d12_2a478d28d88149,TASK2_f7f7fe98667101_W011,11,55000,60000,d12_2a478d28d88149:55000:60000
D12_STRICT_0000265,task1,train,522,HNU11093,d12_2c571cc7a600fc,TASK1_ecd5c96deed335_W000,0,0,5000,d12_2c571cc7a600fc:0:5000
D12_STRICT_0000266,task1,train,523,HNU11093,d12_2c571cc7a600fc,TASK1_ecd5c96deed335_W001,1,5000,10000,d12_2c571cc7a600fc:5000:10000
D12_STRICT_0000267,task1,train,524,HNU11093,d12_2c571cc7a600fc,TASK1_ecd5c96deed335_W002,2,10000,15000,d12_2c571cc7a600fc:10000:15000
D12_STRICT_0000268,task1,train,525,HNU11093,d12_2c571cc7a600fc,TASK1_ecd5c96deed335_W003,3,15000,20000,d12_2c571cc7a600fc:15000:20000
D12_STRICT_0000269,task1,train,526,HNU11093,d12_2c571cc7a600fc,TASK1_ecd5c96deed335_W004,4,20000,25000,d12_2c571cc7a600fc:20000:25000
D12_STRICT_0000270,task1,train,527,HNU11093,d12_2c571cc7a600fc,TASK1_ecd5c96deed335_W005,5,25000,30000,d12_2c571cc7a600fc:25000:30000
D12_STRICT_0000271,task1,train,528,HNU11093,d12_2c571cc7a600fc,TASK1_ecd5c96deed335_W006,6,30000,35000,d12_2c571cc7a600fc:30000:35000
D12_STRICT_0000272,task1,train,529,HNU11093,d12_2c571cc7a600fc,TASK1_ecd5c96deed335_W007,7,35000,40000,d12_2c571cc7a600fc:35000:40000
D12_STRICT_0000273,task1,train,530,HNU11093,d12_2c571cc7a600fc,TASK1_ecd5c96deed335_W008,8,40000,45000,d12_2c571cc7a600fc:40000:45000
D12_STRICT_0000274,task1,train,531,HNU11093,d12_2c571cc7a600fc,TASK1_ecd5c96deed335_W009,9,45000,50000,d12_2c571cc7a600fc:45000:50000
D12_STRICT_0000275,task1,train,532,HNU11093,d12_2c571cc7a600fc,TASK1_ecd5c96deed335_W010,10,50000,55000,d12_2c571cc7a600fc:50000:55000
D12_STRICT_0000276,task2,train,876,HNU11093,d12_2c571cc7a600fc,TASK2_8f730192267814_W011,11,55000,60000,d12_2c571cc7a600fc:55000:60000
D12_STRICT_0000277,task1,train,711,HNU11041,d12_35d23ecb4dea20,TASK1_80d9fa4644b8fc_W000,0,0,5000,d12_35d23ecb4dea20:0:5000
D12_STRICT_0000278,task1,train,712,HNU11041,d12_35d23ecb4dea20,TASK1_80d9fa4644b8fc_W001,1,5000,10000,d12_35d23ecb4dea20:5000:10000
D12_STRICT_0000279,task1,train,713,HNU11041,d12_35d23ecb4dea20,TASK1_80d9fa4644b8fc_W002,2,10000,15000,d12_35d23ecb4dea20:10000:15000
D12_STRICT_0000280,task1,train,714,HNU11041,d12_35d23ecb4dea20,TASK1_80d9fa4644b8fc_W003,3,15000,20000,d12_35d23ecb4dea20:15000:20000
D12_STRICT_0000281,task1,train,715,HNU11041,d12_35d23ecb4dea20,TASK1_80d9fa4644b8fc_W004,4,20000,25000,d12_35d23ecb4dea20:20000:25000
D12_STRICT_0000282,task1,train,716,HNU11041,d12_35d23ecb4dea20,TASK1_80d9fa4644b8fc_W005,5,25000,30000,d12_35d23ecb4dea20:25000:30000
D12_STRICT_0000283,task1,train,717,HNU11041,d12_35d23ecb4dea20,TASK1_80d9fa4644b8fc_W006,6,30000,35000,d12_35d23ecb4dea20:30000:35000
D12_STRICT_0000284,task1,train,718,HNU11041,d12_35d23ecb4dea20,TASK1_80d9fa4644b8fc_W007,7,35000,40000,d12_35d23ecb4dea20:35000:40000
D12_STRICT_0000285,task1,train,719,HNU11041,d12_35d23ecb4dea20,TASK1_80d9fa4644b8fc_W008,8,40000,45000,d12_35d23ecb4dea20:40000:45000
D12_STRICT_0000286,task1,train,720,HNU11041,d12_35d23ecb4dea20,TASK1_80d9fa4644b8fc_W009,9,45000,50000,d12_35d23ecb4dea20:45000:50000
D12_STRICT_0000287,task1,train,721,HNU11041,d12_35d23ecb4dea20,TASK1_80d9fa4644b8fc_W010,10,50000,55000,d12_35d23ecb4dea20:50000:55000
D12_STRICT_0000288,task2,train,431,HNU11041,d12_35d23ecb4dea20,TASK2_a049b4758152d1_W011,11,55000,60000,d12_35d23ecb4dea20:55000:60000
D12_STRICT_0000289,task1,train,582,HNU11015,d12_41ecff1837d533,TASK1_b06c6bbd0bfe2b_W000,0,0,5000,d12_41ecff1837d533:0:5000
D12_STRICT_0000290,task1,train,583,HNU11015,d12_41ecff1837d533,TASK1_b06c6bbd0bfe2b_W001,1,5000,10000,d12_41ecff1837d533:5000:10000
D12_STRICT_0000291,task1,train,584,HNU11015,d12_41ecff1837d533,TASK1_b06c6bbd0bfe2b_W002,2,10000,15000,d12_41ecff1837d533:10000:15000
D12_STRICT_0000292,task1,train,585,HNU11015,d12_41ecff1837d533,TASK1_b06c6bbd0bfe2b_W003,3,15000,20000,d12_41ecff1837d533:15000:20000
D12_STRICT_0000293,task1,train,586,HNU11015,d12_41ecff1837d533,TASK1_b06c6bbd0bfe2b_W004,4,20000,25000,d12_41ecff1837d533:20000:25000
D12_STRICT_0000294,task1,train,587,HNU11015,d12_41ecff1837d533,TASK1_b06c6bbd0bfe2b_W005,5,25000,30000,d12_41ecff1837d533:25000:30000
D12_STRICT_0000295,task1,train,588,HNU11015,d12_41ecff1837d533,TASK1_b06c6bbd0bfe2b_W006,6,30000,35000,d12_41ecff1837d533:30000:35000
D12_STRICT_0000296,task1,train,589,HNU11015,d12_41ecff1837d533,TASK1_b06c6bbd0bfe2b_W007,7,35000,40000,d12_41ecff1837d533:35000:40000
D12_STRICT_0000297,task1,train,590,HNU11015,d12_41ecff1837d533,TASK1_b06c6bbd0bfe2b_W008,8,40000,45000,d12_41ecff1837d533:40000:45000
D12_STRICT_0000298,task1,train,591,HNU11015,d12_41ecff1837d533,TASK1_b06c6bbd0bfe2b_W009,9,45000,50000,d12_41ecff1837d533:45000:50000
D12_STRICT_0000299,task1,train,592,HNU11015,d12_41ecff1837d533,TASK1_b06c6bbd0bfe2b_W010,10,50000,55000,d12_41ecff1837d533:50000:55000
D12_STRICT_0000300,task2,train,143,HNU11015,d12_41ecff1837d533,TASK2_48de1fefe5cd29_W011,11,55000,60000,d12_41ecff1837d533:55000:60000
D12_STRICT_0000301,task1,train,54,HNU11058,d12_4320ee1a2247cf,TASK1_d31af558869be7_W000,0,0,5000,d12_4320ee1a2247cf:0:5000
D12_STRICT_0000302,task1,train,55,HNU11058,d12_4320ee1a2247cf,TASK1_d31af558869be7_W001,1,5000,10000,d12_4320ee1a2247cf:5000:10000
D12_STRICT_0000303,task1,train,56,HNU11058,d12_4320ee1a2247cf,TASK1_d31af558869be7_W002,2,10000,15000,d12_4320ee1a2247cf:10000:15000
D12_STRICT_0000304,task1,train,57,HNU11058,d12_4320ee1a2247cf,TASK1_d31af558869be7_W003,3,15000,20000,d12_4320ee1a2247cf:15000:20000
D12_STRICT_0000305,task1,train,58,HNU11058,d12_4320ee1a2247cf,TASK1_d31af558869be7_W004,4,20000,25000,d12_4320ee1a2247cf:20000:25000
D12_STRICT_0000306,task1,train,59,HNU11058,d12_4320ee1a2247cf,TASK1_d31af558869be7_W005,5,25000,30000,d12_4320ee1a2247cf:25000:30000
D12_STRICT_0000307,task1,train,60,HNU11058,d12_4320ee1a2247cf,TASK1_d31af558869be7_W006,6,30000,35000,d12_4320ee1a2247cf:30000:35000
D12_STRICT_0000308,task1,train,61,HNU11058,d12_4320ee1a2247cf,TASK1_d31af558869be7_W007,7,35000,40000,d12_4320ee1a2247cf:35000:40000
D12_STRICT_0000309,task2,train,548,HNU11058,d12_4320ee1a2247cf,TASK2_a6397dbeeeff7c_W008,8,40000,45000,d12_4320ee1a2247cf:40000:45000
D12_STRICT_0000310,task1,train,62,HNU11058,d12_4320ee1a2247cf,TASK1_d31af558869be7_W009,9,45000,50000,d12_4320ee1a2247cf:45000:50000
D12_STRICT_0000311,task1,train,63,HNU11058,d12_4320ee1a2247cf,TASK1_d31af558869be7_W010,10,50000,55000,d12_4320ee1a2247cf:50000:55000
D12_STRICT_0000312,task2,train,551,HNU11058,d12_4320ee1a2247cf,TASK2_a6397dbeeeff7c_W011,11,55000,60000,d12_4320ee1a2247cf:55000:60000
D12_STRICT_0000313,task1,train,667,HNU11033,d12_460ad0de7a2ebf,TASK1_a95d6dbc946475_W000,0,0,5000,d12_460ad0de7a2ebf:0:5000
D12_STRICT_0000314,task1,train,668,HNU11033,d12_460ad0de7a2ebf,TASK1_a95d6dbc946475_W001,1,5000,10000,d12_460ad0de7a2ebf:5000:10000
D12_STRICT_0000315,task1,train,669,HNU11033,d12_460ad0de7a2ebf,TASK1_a95d6dbc946475_W002,2,10000,15000,d12_460ad0de7a2ebf:10000:15000
D12_STRICT_0000316,task1,train,670,HNU11033,d12_460ad0de7a2ebf,TASK1_a95d6dbc946475_W003,3,15000,20000,d12_460ad0de7a2ebf:15000:20000
D12_STRICT_0000317,task1,train,671,HNU11033,d12_460ad0de7a2ebf,TASK1_a95d6dbc946475_W004,4,20000,25000,d12_460ad0de7a2ebf:20000:25000
D12_STRICT_0000318,task1,train,672,HNU11033,d12_460ad0de7a2ebf,TASK1_a95d6dbc946475_W005,5,25000,30000,d12_460ad0de7a2ebf:25000:30000
D12_STRICT_0000319,task1,train,673,HNU11033,d12_460ad0de7a2ebf,TASK1_a95d6dbc946475_W006,6,30000,35000,d12_460ad0de7a2ebf:30000:35000
D12_STRICT_0000320,task1,train,674,HNU11033,d12_460ad0de7a2ebf,TASK1_a95d6dbc946475_W007,7,35000,40000,d12_460ad0de7a2ebf:35000:40000
D12_STRICT_0000321,task1,train,675,HNU11033,d12_460ad0de7a2ebf,TASK1_a95d6dbc946475_W008,8,40000,45000,d12_460ad0de7a2ebf:40000:45000
D12_STRICT_0000322,task1,train,676,HNU11033,d12_460ad0de7a2ebf,TASK1_a95d6dbc946475_W009,9,45000,50000,d12_460ad0de7a2ebf:45000:50000
D12_STRICT_0000323,task1,train,677,HNU11033,d12_460ad0de7a2ebf,TASK1_a95d6dbc946475_W010,10,50000,55000,d12_460ad0de7a2ebf:50000:55000
D12_STRICT_0000324,task2,train,335,HNU11033,d12_460ad0de7a2ebf,TASK2_abb2fd5252f4c8_W011,11,55000,60000,d12_460ad0de7a2ebf:55000:60000
D12_STRICT_0000325,task1,train,820,HNU11045,d12_463ed4f961ac90,TASK1_633fec9397759a_W000,0,0,5000,d12_463ed4f961ac90:0:5000
D12_STRICT_0000326,task1,train,821,HNU11045,d12_463ed4f961ac90,TASK1_633fec9397759a_W001,1,5000,10000,d12_463ed4f961ac90:5000:10000
D12_STRICT_0000327,task1,train,822,HNU11045,d12_463ed4f961ac90,TASK1_633fec9397759a_W002,2,10000,15000,d12_463ed4f961ac90:10000:15000
D12_STRICT_0000328,task1,train,823,HNU11045,d12_463ed4f961ac90,TASK1_633fec9397759a_W003,3,15000,20000,d12_463ed4f961ac90:15000:20000
D12_STRICT_0000329,task1,train,824,HNU11045,d12_463ed4f961ac90,TASK1_633fec9397759a_W004,4,20000,25000,d12_463ed4f961ac90:20000:25000
D12_STRICT_0000330,task1,train,825,HNU11045,d12_463ed4f961ac90,TASK1_633fec9397759a_W005,5,25000,30000,d12_463ed4f961ac90:25000:30000
D12_STRICT_0000331,task1,train,826,HNU11045,d12_463ed4f961ac90,TASK1_633fec9397759a_W006,6,30000,35000,d12_463ed4f961ac90:30000:35000
D12_STRICT_0000332,task1,train,827,HNU11045,d12_463ed4f961ac90,TASK1_633fec9397759a_W007,7,35000,40000,d12_463ed4f961ac90:35000:40000
